"","m","query.number","significant","p.value","term.size","query.size","overlap.size","recall","precision","term.id","domain","subgraph.number","term.name","relative.depth","intersection"
"387","purple",1,TRUE,0.00283,37,160,5,0.031,0.135,"GO:0030118","CC",19,"clathrin coat",1,"ENSG00000042753,ENSG00000070718,ENSG00000122705,ENSG00000161203,ENSG00000184056"
"628","purple",1,TRUE,0.00293,82,160,7,0.044,0.085,"GO:0060071","BP",74,"Wnt signaling pathway, planar cell polarity pathway",1,"ENSG00000042753,ENSG00000099341,ENSG00000100804,ENSG00000142507,ENSG00000161203,ENSG00000173692,ENSG00000175166"
"1223","purple",1,TRUE,0.00311,2,160,2,0.013,1,"GO:0000961","BP",52,"negative regulation of mitochondrial RNA catabolic process",1,"ENSG00000119705,ENSG00000138095"
"238","purple",1,TRUE,0.00358,9,160,3,0.019,0.333,"GO:0000338","BP",62,"protein deneddylation",1,"ENSG00000111652,ENSG00000136827,ENSG00000168090"
"278","purple",1,TRUE,0.00403,114,160,8,0.05,0.07,"GO:0016241","BP",86,"regulation of macroautophagy",1,"ENSG00000047249,ENSG00000111640,ENSG00000115317,ENSG00000117410,ENSG00000155876,ENSG00000159720,ENSG00000164885,ENSG00000181852"
"596","purple",1,TRUE,0.00413,40,160,5,0.031,0.125,"GO:0051287","MF",23,"NAD binding",1,"ENSG00000067829,ENSG00000101365,ENSG00000111640,ENSG00000151376,ENSG00000167792"
"5112","purple",1,TRUE,0.00469,23,160,4,0.025,0.174,"GO:0008137","MF",11,"NADH dehydrogenase (ubiquinone) activity",1,"ENSG00000090266,ENSG00000119421,ENSG00000167792,ENSG00000213619"
"586","purple",1,TRUE,0.00593,499,160,18,0.113,0.036,"GO:0016491","MF",33,"oxidoreductase activity",1,"ENSG00000010256,ENSG00000067829,ENSG00000085662,ENSG00000090266,ENSG00000101365,ENSG00000103316,ENSG00000103415,ENSG00000106605,ENSG00000109016,ENSG00000111640,ENSG00000119421,ENSG00000126267,ENSG00000151376,ENSG00000164405,ENSG00000167468,ENSG00000167792,ENSG00000176340,ENSG00000213619"
"636","purple",1,TRUE,0.00614,589,160,20,0.125,0.034,"GO:0016462","MF",72,"pyrophosphatase activity",1,"ENSG00000047249,ENSG00000071553,ENSG00000106105,ENSG00000109832,ENSG00000117410,ENSG00000125971,ENSG00000127445,ENSG00000127824,ENSG00000136827,ENSG00000155876,ENSG00000159720,ENSG00000162188,ENSG00000163161,ENSG00000167283,ENSG00000175203,ENSG00000178105,ENSG00000179958,ENSG00000183207,ENSG00000196419,ENSG00000241468"
"2114","purple",1,TRUE,0.00683,298,160,13,0.081,0.044,"GO:0051186","BP",38,"cofactor metabolic process",1,"ENSG00000005194,ENSG00000067057,ENSG00000085662,ENSG00000097021,ENSG00000101365,ENSG00000101473,ENSG00000103415,ENSG00000106605,ENSG00000111640,ENSG00000126088,ENSG00000149925,ENSG00000157064,ENSG00000157881"
"248","purple",1,TRUE,0.00687,11,160,3,0.019,0.273,"GO:0032802","BP",69,"low-density lipoprotein particle receptor catabolic process",1,"ENSG00000042753,ENSG00000122705,ENSG00000161203"
"377","purple",1,TRUE,0.00687,11,160,3,0.019,0.273,"GO:0036020","CC",48,"endolysosome membrane",1,"ENSG00000042753,ENSG00000122705,ENSG00000161203"
"606","purple",1,TRUE,0.0076,69,160,6,0.037,0.087,"GO:0009055","MF",30,"electron carrier activity",1,"ENSG00000085662,ENSG00000101365,ENSG00000126267,ENSG00000176340,ENSG00000179091,ENSG00000213619"
"169","purple",1,TRUE,0.00766,26,160,4,0.025,0.154,"GO:0033572","BP",77,"transferrin transport",1,"ENSG00000047249,ENSG00000071553,ENSG00000117410,ENSG00000159720"
"685","purple",1,TRUE,0.00802,45,160,7,0.044,0.156,"KEGG:04721","keg",63,"Synaptic vesicle cycle",1,"ENSG00000042753,ENSG00000047249,ENSG00000105402,ENSG00000117410,ENSG00000122705,ENSG00000159720,ENSG00000161203"
"506","purple",1,TRUE,0.00923,3,160,2,0.013,0.667,"GO:0004449","MF",27,"isocitrate dehydrogenase (NAD+) activity",1,"ENSG00000067829,ENSG00000101365"
"430","purple",1,TRUE,0.00977,48,160,5,0.031,0.104,"GO:0006521","BP",58,"regulation of cellular amino acid metabolic process",1,"ENSG00000099341,ENSG00000100804,ENSG00000142507,ENSG00000173692,ENSG00000175166"
"198","purple",1,TRUE,0.0108,49,160,5,0.031,0.102,"GO:0072583","BP",82,"clathrin-dependent endocytosis",1,"ENSG00000042753,ENSG00000122705,ENSG00000136827,ENSG00000161203,ENSG00000164885"
"705","purple",1,TRUE,0.0108,126,160,12,0.075,0.095,"KEGG:05010","keg",66,"Alzheimer's disease",1,"ENSG00000010256,ENSG00000090266,ENSG00000111640,ENSG00000119421,ENSG00000126267,ENSG00000147123,ENSG00000164405,ENSG00000164885,ENSG00000167792,ENSG00000176340,ENSG00000179091,ENSG00000213619"
"556","purple",1,TRUE,0.0117,13,160,3,0.019,0.231,"GO:0050750","MF",68,"low-density lipoprotein particle receptor binding",1,"ENSG00000115234,ENSG00000161203,ENSG00000163956"
"339","purple",1,TRUE,0.0136,77,160,6,0.037,0.078,"GO:0051443","BP",29,"positive regulation of ubiquitin-protein transferase activity",1,"ENSG00000099341,ENSG00000100804,ENSG00000127445,ENSG00000142507,ENSG00000173692,ENSG00000175166"
"529","purple",1,TRUE,0.0154,53,160,5,0.031,0.094,"GO:0019674","BP",13,"NAD metabolic process",1,"ENSG00000067057,ENSG00000101365,ENSG00000111640,ENSG00000149925,ENSG00000157064"
"576","purple",1,TRUE,0.0167,80,160,6,0.037,0.075,"GO:0051082","MF",20,"unfolded protein binding",1,"ENSG00000115317,ENSG00000126602,ENSG00000135624,ENSG00000136827,ENSG00000141385,ENSG00000183207"
"4113","purple",1,TRUE,0.0181,15,160,3,0.019,0.2,"GO:0005763","CC",7,"mitochondrial small ribosomal subunit",1,"ENSG00000125445,ENSG00000128626,ENSG00000181991"
"1513","purple",1,TRUE,0.0183,55,160,5,0.031,0.091,"GO:0031146","BP",45,"SCF-dependent proteasomal ubiquitin-dependent protein catabolic process",1,"ENSG00000099341,ENSG00000100804,ENSG00000142507,ENSG00000173692,ENSG00000175166"
"3114","purple",1,TRUE,0.0193,33,160,4,0.025,0.121,"GO:0045851","BP",9,"pH reduction",1,"ENSG00000047249,ENSG00000071553,ENSG00000117410,ENSG00000159720"
"447","purple",1,TRUE,0.0253,1999,160,45,0.281,0.023,"GO:0070062","CC",61,"extracellular exosome",1,"ENSG00000031698,ENSG00000047249,ENSG00000067057,ENSG00000071553,ENSG00000085662,ENSG00000090861,ENSG00000095380,ENSG00000097021,ENSG00000099341,ENSG00000100347,ENSG00000100804,ENSG00000103316,ENSG00000105402,ENSG00000106105,ENSG00000106605,ENSG00000111640,ENSG00000112514,ENSG00000125166,ENSG00000125835,ENSG00000126602,ENSG00000127824,ENSG00000132386,ENSG00000135624,ENSG00000136827,ENSG00000136950,ENSG00000140105,ENSG00000142507,ENSG00000149925,ENSG00000159720,ENSG00000161203,ENSG00000162517,ENSG00000164062,ENSG00000167283,ENSG00000167468,ENSG00000168090,ENSG00000172500,ENSG00000173692,ENSG00000174684,ENSG00000175166,ENSG00000175203,ENSG00000178982,ENSG00000180957,ENSG00000183207,ENSG00000241468,ENSG00000241685"
"1123","purple",1,TRUE,0.0273,88,160,6,0.037,0.068,"GO:0090263","BP",2,"positive regulation of canonical Wnt signaling pathway",1,"ENSG00000099341,ENSG00000100804,ENSG00000127445,ENSG00000142507,ENSG00000173692,ENSG00000175166"
"188","purple",1,TRUE,0.0291,61,160,5,0.031,0.082,"GO:0031145","BP",42,"anaphase-promoting complex-dependent catabolic process",1,"ENSG00000099341,ENSG00000100804,ENSG00000142507,ENSG00000173692,ENSG00000175166"
"1610","purple",1,TRUE,0.0302,5,160,2,0.013,0.4,"GO:0006102","BP",21,"isocitrate metabolic process",1,"ENSG00000067829,ENSG00000101365"
"397","purple",1,TRUE,0.0302,5,160,2,0.013,0.4,"GO:0097255","CC",31,"R2TP complex",1,"ENSG00000104872,ENSG00000183207"
"4210","purple",1,TRUE,0.0302,5,160,2,0.013,0.4,"GO:0070552","CC",3,"BRISC complex",1,"ENSG00000105393,ENSG00000158019"
"546","purple",1,TRUE,0.0302,5,160,2,0.013,0.4,"GO:0032552","MF",32,"deoxyribonucleotide binding",1,"ENSG00000163161,ENSG00000179958"
"825","purple",1,TRUE,0.0315,18,160,3,0.019,0.167,"GO:0090383","BP",85,"phagosome acidification",1,"ENSG00000047249,ENSG00000117410,ENSG00000159720"
"695","purple",1,TRUE,0.0322,106,160,10,0.062,0.094,"KEGG:04932","keg",70,"Non-alcoholic fatty liver disease (NAFLD)",1,"ENSG00000010256,ENSG00000090266,ENSG00000119421,ENSG00000126267,ENSG00000147123,ENSG00000164405,ENSG00000167792,ENSG00000176340,ENSG00000179091,ENSG00000213619"
"288","purple",1,TRUE,0.0337,194,160,9,0.056,0.046,"GO:0000086","BP",88,"G2/M transition of mitotic cell cycle",1,"ENSG00000099341,ENSG00000100804,ENSG00000127824,ENSG00000142507,ENSG00000143420,ENSG00000173692,ENSG00000175166,ENSG00000175203,ENSG00000205629"
"1415","purple",1,TRUE,0.0385,65,160,5,0.031,0.077,"GO:0061418","BP",15,"regulation of transcription from RNA polymerase II promoter in response to hypoxia",1,"ENSG00000099341,ENSG00000100804,ENSG00000142507,ENSG00000173692,ENSG00000175166"
"5210","purple",1,TRUE,0.0399,40,160,4,0.025,0.1,"GO:0030276","MF",76,"clathrin binding",1,"ENSG00000042753,ENSG00000122705,ENSG00000161203,ENSG00000170091"
"407","purple",1,TRUE,0.0431,20,160,3,0.019,0.15,"GO:0005838","CC",24,"proteasome regulatory particle",1,"ENSG00000099341,ENSG00000173692,ENSG00000175166"
"629","purple",1,TRUE,0.0433,1102,160,28,0.175,0.025,"GO:0003723","MF",16,"RNA binding",1,"ENSG00000031698,ENSG00000090861,ENSG00000100294,ENSG00000100296,ENSG00000106603,ENSG00000109832,ENSG00000119705,ENSG00000125166,ENSG00000125445,ENSG00000125835,ENSG00000126602,ENSG00000128626,ENSG00000128739,ENSG00000130520,ENSG00000130764,ENSG00000132305,ENSG00000138095,ENSG00000149925,ENSG00000162517,ENSG00000164062,ENSG00000172336,ENSG00000178105,ENSG00000178982,ENSG00000179115,ENSG00000181991,ENSG00000196419,ENSG00000213246,ENSG00000227057"
"727","purple",1,TRUE,0.0448,6,160,2,0.013,0.333,"GO:0033015","BP",59,"tetrapyrrole catabolic process",1,"ENSG00000103415,ENSG00000106605"
"925","purple",1,TRUE,0.0448,6,160,2,0.013,0.333,"GO:0034982","BP",10,"mitochondrial protein processing",1,"ENSG00000141385,ENSG00000165283"
"268","purple",1,TRUE,0.0448,6,160,2,0.013,0.333,"GO:0071169","BP",78,"establishment of protein localization to chromatin",1,"ENSG00000104872,ENSG00000183207"
"347","purple",1,TRUE,0.0448,6,160,2,0.013,0.333,"GO:0042167","BP",55,"heme catabolic process",1,"ENSG00000103415,ENSG00000106605"
"367","purple",1,TRUE,0.0448,6,160,2,0.013,0.333,"GO:0070531","CC",5,"BRCA1-A complex",1,"ENSG00000105393,ENSG00000158019"
"566","purple",1,TRUE,0.0448,6,160,2,0.013,0.333,"GO:0016290","MF",37,"palmitoyl-CoA hydrolase activity",1,"ENSG00000097021,ENSG00000101473"
"178","purple",1,TRUE,0.0463,1323,160,32,0.2,0.024,"GO:1901575","BP",80,"organic substance catabolic process",1,"ENSG00000042753,ENSG00000067057,ENSG00000095059,ENSG00000097021,ENSG00000099341,ENSG00000100294,ENSG00000100804,ENSG00000101473,ENSG00000103316,ENSG00000103415,ENSG00000106605,ENSG00000111640,ENSG00000112130,ENSG00000115234,ENSG00000115317,ENSG00000119705,ENSG00000122705,ENSG00000125166,ENSG00000127445,ENSG00000130520,ENSG00000136827,ENSG00000138095,ENSG00000142507,ENSG00000149925,ENSG00000161203,ENSG00000164885,ENSG00000168496,ENSG00000173692,ENSG00000175166,ENSG00000179958,ENSG00000181191,ENSG00000181852"
"2211","purple",1,TRUE,0.0477,42,160,4,0.025,0.095,"GO:0034381","BP",75,"plasma lipoprotein particle clearance",1,"ENSG00000042753,ENSG00000122705,ENSG00000161203,ENSG00000163956"
"646","purple",1,TRUE,0.05,32,160,5,0.031,0.156,"KEGG:00970","keg",14,"Aminoacyl-tRNA biosynthesis",1,"ENSG00000031698,ENSG00000090861,ENSG00000106105,ENSG00000140105,ENSG00000179115"
"458","greenyellow",1,TRUE,6.44e-36,1368,130,77,0.592,0.056,"GO:0006955","BP",22,"immune response",1,"ENSG00000010610,ENSG00000011600,ENSG00000012779,ENSG00000019582,ENSG00000026297,ENSG00000030582,ENSG00000051523,ENSG00000066294,ENSG00000073849,ENSG00000077420,ENSG00000082074,ENSG00000095970,ENSG00000101336,ENSG00000103490,ENSG00000104043,ENSG00000109861,ENSG00000111679,ENSG00000112799,ENSG00000114013,ENSG00000116701,ENSG00000118640,ENSG00000123338,ENSG00000125730,ENSG00000127951,ENSG00000132274,ENSG00000134516,ENSG00000136167,ENSG00000140030,ENSG00000140678,ENSG00000140749,ENSG00000140968,ENSG00000142583,ENSG00000143119,ENSG00000145287,ENSG00000150337,ENSG00000150782,ENSG00000155307,ENSG00000155659,ENSG00000155926,ENSG00000158869,ENSG00000160255,ENSG00000163131,ENSG00000163191,ENSG00000163563,ENSG00000163823,ENSG00000165025,ENSG00000167851,ENSG00000168329,ENSG00000168918,ENSG00000168961,ENSG00000169403,ENSG00000169413,ENSG00000169508,ENSG00000169896,ENSG00000170458,ENSG00000171051,ENSG00000171860,ENSG00000172243,ENSG00000173369,ENSG00000173372,ENSG00000173391,ENSG00000174125,ENSG00000182578,ENSG00000187554,ENSG00000196126,ENSG00000196664,ENSG00000196735,ENSG00000197249,ENSG00000197943,ENSG00000203747,ENSG00000204257,ENSG00000204287,ENSG00000204472,ENSG00000204482,ENSG00000223865,ENSG00000231389,ENSG00000242574"
"728","greenyellow",1,TRUE,1.74e-29,892,130,59,0.454,0.066,"GO:0045321","BP",25,"leukocyte activation",1,"ENSG00000010610,ENSG00000011600,ENSG00000012779,ENSG00000019582,ENSG00000026297,ENSG00000030582,ENSG00000051523,ENSG00000066294,ENSG00000077420,ENSG00000103490,ENSG00000104043,ENSG00000109861,ENSG00000111679,ENSG00000114013,ENSG00000118640,ENSG00000123338,ENSG00000125730,ENSG00000127951,ENSG00000134516,ENSG00000136167,ENSG00000140678,ENSG00000142583,ENSG00000143119,ENSG00000145287,ENSG00000150782,ENSG00000152804,ENSG00000155307,ENSG00000155659,ENSG00000158869,ENSG00000160255,ENSG00000163131,ENSG00000163191,ENSG00000163513,ENSG00000163563,ENSG00000165025,ENSG00000167851,ENSG00000168329,ENSG00000168918,ENSG00000168961,ENSG00000169403,ENSG00000169508,ENSG00000169896,ENSG00000170458,ENSG00000171051,ENSG00000171860,ENSG00000172243,ENSG00000173391,ENSG00000174125,ENSG00000196126,ENSG00000196664,ENSG00000196735,ENSG00000197249,ENSG00000197943,ENSG00000204287,ENSG00000204472,ENSG00000204482,ENSG00000223865,ENSG00000231389,ENSG00000242574"
"259","greenyellow",1,TRUE,6.63e-27,1077,130,61,0.469,0.057,"GO:0006952","BP",27,"defense response",1,"ENSG00000010327,ENSG00000010610,ENSG00000011600,ENSG00000012779,ENSG00000019582,ENSG00000051523,ENSG00000066294,ENSG00000095303,ENSG00000095970,ENSG00000101336,ENSG00000103490,ENSG00000111679,ENSG00000112799,ENSG00000114013,ENSG00000116701,ENSG00000118640,ENSG00000119535,ENSG00000121933,ENSG00000125730,ENSG00000132274,ENSG00000132965,ENSG00000137752,ENSG00000140678,ENSG00000140968,ENSG00000145287,ENSG00000150337,ENSG00000150782,ENSG00000155659,ENSG00000155926,ENSG00000158869,ENSG00000160255,ENSG00000163131,ENSG00000163563,ENSG00000163823,ENSG00000165025,ENSG00000165457,ENSG00000167851,ENSG00000168329,ENSG00000168961,ENSG00000169403,ENSG00000169413,ENSG00000169896,ENSG00000170458,ENSG00000171051,ENSG00000171860,ENSG00000172243,ENSG00000173369,ENSG00000173372,ENSG00000173391,ENSG00000174125,ENSG00000182578,ENSG00000187554,ENSG00000196126,ENSG00000196664,ENSG00000196735,ENSG00000197249,ENSG00000197943,ENSG00000204287,ENSG00000204472,ENSG00000223865,ENSG00000231389"
"647","greenyellow",1,TRUE,8.17e-23,508,130,41,0.315,0.081,"GO:0050778","BP",5,"positive regulation of immune response",1,"ENSG00000010610,ENSG00000019582,ENSG00000051523,ENSG00000082074,ENSG00000101336,ENSG00000103490,ENSG00000111679,ENSG00000114013,ENSG00000118640,ENSG00000123338,ENSG00000125730,ENSG00000150337,ENSG00000150782,ENSG00000155659,ENSG00000158869,ENSG00000160255,ENSG00000163131,ENSG00000163563,ENSG00000165025,ENSG00000167851,ENSG00000168918,ENSG00000168961,ENSG00000169403,ENSG00000169896,ENSG00000170458,ENSG00000171051,ENSG00000171860,ENSG00000172243,ENSG00000173369,ENSG00000173372,ENSG00000174125,ENSG00000187554,ENSG00000196126,ENSG00000196664,ENSG00000196735,ENSG00000197943,ENSG00000203747,ENSG00000204287,ENSG00000223865,ENSG00000231389,ENSG00000242574"
"348","greenyellow",1,TRUE,2.33e-20,402,130,35,0.269,0.087,"GO:0043299","BP",38,"leukocyte degranulation",1,"ENSG00000011600,ENSG00000012779,ENSG00000026297,ENSG00000030582,ENSG00000051523,ENSG00000066294,ENSG00000101336,ENSG00000103490,ENSG00000104043,ENSG00000109861,ENSG00000111679,ENSG00000118640,ENSG00000123338,ENSG00000125730,ENSG00000127951,ENSG00000134516,ENSG00000140678,ENSG00000142583,ENSG00000143119,ENSG00000145287,ENSG00000158869,ENSG00000160255,ENSG00000163131,ENSG00000163191,ENSG00000163563,ENSG00000165025,ENSG00000167851,ENSG00000168961,ENSG00000169403,ENSG00000169896,ENSG00000170458,ENSG00000171051,ENSG00000171860,ENSG00000173391,ENSG00000197249"
"1224","greenyellow",1,TRUE,7.58e-16,43,130,17,0.131,0.395,"KEGG:05150","keg",64,"Staphylococcus aureus infection",1,"ENSG00000125730,ENSG00000150337,ENSG00000160255,ENSG00000169403,ENSG00000169896,ENSG00000171051,ENSG00000171860,ENSG00000173369,ENSG00000173372,ENSG00000196126,ENSG00000196735,ENSG00000203747,ENSG00000204257,ENSG00000204287,ENSG00000223865,ENSG00000231389,ENSG00000242574"
"189","greenyellow",1,TRUE,8.67e-16,159,130,21,0.162,0.132,"GO:0050670","BP",23,"regulation of lymphocyte proliferation",1,"ENSG00000010610,ENSG00000019582,ENSG00000103490,ENSG00000111679,ENSG00000114013,ENSG00000123338,ENSG00000150782,ENSG00000155659,ENSG00000163513,ENSG00000163563,ENSG00000165025,ENSG00000167851,ENSG00000168918,ENSG00000168961,ENSG00000169508,ENSG00000196126,ENSG00000204472,ENSG00000204482,ENSG00000223865,ENSG00000231389,ENSG00000242574"
"735","greenyellow",1,TRUE,3.23e-15,1036,130,46,0.354,0.044,"GO:0044433","CC",59,"cytoplasmic vesicle part",1,"ENSG00000010327,ENSG00000010610,ENSG00000011600,ENSG00000012779,ENSG00000019582,ENSG00000026297,ENSG00000030582,ENSG00000051523,ENSG00000103490,ENSG00000104043,ENSG00000109861,ENSG00000111679,ENSG00000118640,ENSG00000123338,ENSG00000125257,ENSG00000125730,ENSG00000127951,ENSG00000134516,ENSG00000140678,ENSG00000142583,ENSG00000143119,ENSG00000145287,ENSG00000145685,ENSG00000150337,ENSG00000158869,ENSG00000160255,ENSG00000163131,ENSG00000163191,ENSG00000163563,ENSG00000167851,ENSG00000169403,ENSG00000169896,ENSG00000170458,ENSG00000171051,ENSG00000171860,ENSG00000173391,ENSG00000174125,ENSG00000196126,ENSG00000196664,ENSG00000196735,ENSG00000197249,ENSG00000204257,ENSG00000204287,ENSG00000223865,ENSG00000231389,ENSG00000242574"
"775","greenyellow",1,TRUE,2.51e-13,11,130,8,0.062,0.727,"GO:0042613","CC",49,"MHC class II protein complex",1,"ENSG00000019582,ENSG00000196126,ENSG00000196735,ENSG00000204257,ENSG00000204287,ENSG00000223865,ENSG00000231389,ENSG00000242574"
"1024","greenyellow",1,TRUE,4.62e-12,332,130,24,0.185,0.072,"GO:0050900","BP",90,"leukocyte migration",1,"ENSG00000019582,ENSG00000066294,ENSG00000101336,ENSG00000103490,ENSG00000111679,ENSG00000119535,ENSG00000123338,ENSG00000140678,ENSG00000155465,ENSG00000158869,ENSG00000160255,ENSG00000163823,ENSG00000165025,ENSG00000167851,ENSG00000168329,ENSG00000168918,ENSG00000168961,ENSG00000169403,ENSG00000169508,ENSG00000169896,ENSG00000171051,ENSG00000171860,ENSG00000173391,ENSG00000204472"
"547","greenyellow",1,TRUE,5.83e-12,246,130,21,0.162,0.085,"GO:0002429","BP",41,"immune response-activating cell surface receptor signaling pathway",1,"ENSG00000010610,ENSG00000082074,ENSG00000101336,ENSG00000111679,ENSG00000123338,ENSG00000150337,ENSG00000158869,ENSG00000163563,ENSG00000165025,ENSG00000167851,ENSG00000168918,ENSG00000171051,ENSG00000171860,ENSG00000172243,ENSG00000196126,ENSG00000196735,ENSG00000197943,ENSG00000203747,ENSG00000204287,ENSG00000223865,ENSG00000231389"
"844","greenyellow",1,TRUE,8.19e-12,515,130,29,0.223,0.056,"GO:0030659","CC",4,"cytoplasmic vesicle membrane",1,"ENSG00000010327,ENSG00000010610,ENSG00000011600,ENSG00000019582,ENSG00000051523,ENSG00000104043,ENSG00000118640,ENSG00000123338,ENSG00000125257,ENSG00000140678,ENSG00000142583,ENSG00000143119,ENSG00000145685,ENSG00000150337,ENSG00000158869,ENSG00000160255,ENSG00000167851,ENSG00000169403,ENSG00000169896,ENSG00000170458,ENSG00000171051,ENSG00000171860,ENSG00000173391,ENSG00000174125,ENSG00000196126,ENSG00000196735,ENSG00000204287,ENSG00000223865,ENSG00000231389"
"8111","greenyellow",1,TRUE,1.13e-11,200,130,19,0.146,0.095,"GO:0030667","CC",7,"secretory granule membrane",1,"ENSG00000011600,ENSG00000051523,ENSG00000104043,ENSG00000118640,ENSG00000123338,ENSG00000125257,ENSG00000140678,ENSG00000142583,ENSG00000143119,ENSG00000145685,ENSG00000158869,ENSG00000160255,ENSG00000167851,ENSG00000169403,ENSG00000169896,ENSG00000170458,ENSG00000171051,ENSG00000171860,ENSG00000173391"
"239","greenyellow",1,TRUE,2.05e-11,181,130,18,0.138,0.099,"GO:1903039","BP",133,"positive regulation of leukocyte cell-cell adhesion",1,"ENSG00000010610,ENSG00000019582,ENSG00000103490,ENSG00000111679,ENSG00000114013,ENSG00000123338,ENSG00000150782,ENSG00000163513,ENSG00000165025,ENSG00000168961,ENSG00000169403,ENSG00000196126,ENSG00000196735,ENSG00000204287,ENSG00000204472,ENSG00000223865,ENSG00000231389,ENSG00000242574"
"530","greenyellow",1,TRUE,2.08e-11,460,130,27,0.208,0.059,"GO:0001817","BP",40,"regulation of cytokine production",1,"ENSG00000010610,ENSG00000019582,ENSG00000051523,ENSG00000066294,ENSG00000103490,ENSG00000114013,ENSG00000123338,ENSG00000125730,ENSG00000137752,ENSG00000140968,ENSG00000150782,ENSG00000155659,ENSG00000158869,ENSG00000165025,ENSG00000168918,ENSG00000168961,ENSG00000169403,ENSG00000170458,ENSG00000171860,ENSG00000174125,ENSG00000182578,ENSG00000187554,ENSG00000196126,ENSG00000196664,ENSG00000197943,ENSG00000223865,ENSG00000231389"
